PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,6/16/23,44:00.5,3,1,"Bard, Parker",1000098168,Right,YAR_RED,"Culpepper, Kaelen ",1000112508,Right,HAR_MAR,Undefined,1,Top,1,0,0,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.21018,2.570113,-2.085281,2389.325801,80.576255,08:45,4.68371,3.02997,4.66706,-51.71184,-1.31339,-19.403,2.81883,-0.56849,69.22769,-6.798983,-5.480734,0.510952,,,,,,,,,,,,8.6939,-0.95941,-2.79882,50,4.89966,4.89724,-111.50866,3.1096,10.67324,24.71468,-33.3519,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,86277d70-0c86-11ee-86e8-e178d624069f,73.76906,,,7.98249,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,44:00.5,2023-06-16T16:44:00.4736486-04:00,2023-06-16T20:44:00.4736486Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,5d1a04cf-d1ea-44cf-9026-c62ca27255d0,55.82777,-112.79292,12.35734,4.69304,4.84269,-16.67595,-3.03888,4.34262,5.33662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
12,6/16/23,44:19.0,3,2,"Bard, Parker",1000098168,Right,YAR_RED,"Culpepper, Kaelen ",1000112508,Right,HAR_MAR,Undefined,1,Top,1,0,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,92.4957,-0.900901,-3.206239,2510.792725,220.77106,01:15,4.92489,2.79643,5.41795,-15.97355,18.23477,14.53209,2.74847,1.00094,82.14626,-3.978568,-0.626035,0.420957,72.0099,47.548703,166.62816,4578.623978,,,,,177.61895,,,-8.46489,9.87052,-2.52206,50,4.83444,6.80285,-133.69487,-2.59923,-14.89819,36.2358,-14.8019,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,91345120-0c86-11ee-86e8-e178d624069f,89.53997,16.22429,,10.34943,,,,2.55194,2.88208,-0.74701,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,44:19.0,2023-06-16T16:44:19.0435302-04:00,2023-06-16T20:44:19.0435302Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,735ad60e-c7e4-425e-88fc-cdc5dc2bca71,55.07579,-135.06357,18.1179,4.92206,-2.04013,-7.40095,-2.78965,7.36559,-7.44909,,2.55196,-69.35513,1.43377,,,,,,,2.88235,77.9078,-20.68097,,,,,,,-0.7471,16.49283,1.01936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
13,6/16/23,44:38.7,3,3,"Bard, Parker",1000098168,Right,YAR_RED,"Culpepper, Kaelen ",1000112508,Right,HAR_MAR,Undefined,1,Top,1,0,2,Slider,Slider,InPlay,Undefined,FlyBall,Single,0,0,,77.71448,2.166364,-3.352652,2501.44813,71.044245,08:15,4.77441,3.02649,4.70889,-53.03227,-3.66933,-15.76304,2.41566,-1.47274,70.3243,-7.392909,-6.108611,0.505675,67.49016,28.39444,1.098828,2491.637317,109.86461,39.6647,5.45418,223.86218,223.86218,3.401834,3.429177,6.65587,-2.06886,-2.67184,50,4.94657,7.23894,-112.28938,2.30861,8.346,23.72725,-34.76827,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,9cf92a30-0c86-11ee-86e8-e178d624069f,74.5388,40.15105,,7.39017,,,,2.24088,2.49725,1.37891,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,44:38.7,2023-06-16T16:44:38.7020262-04:00,2023-06-16T20:44:38.7020262Z,LineDrive,v3,,,,"King, Will",1000098174,Right,YAR_RED,b4cb0662-7ddf-4dd9-ae48-1e6105ffe1fa,55.78883,-113.50599,11.86363,4.78249,4.09135,-17.38414,-3.03204,6.811,4.173,191.173267,2.24072,87.06789,-11.88103,2.73685,-0.71155,0.25216,-0.08302,0.01621,-0.00128,2.49761,47.05791,-15.4973,0.38963,0.26591,-0.23656,0.09465,-0.01828,0.00136,1.3789,1.67025,1.13245,-0.3249,0.07423,-0.01326,0.00161,-0.00015,1.00E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
14,6/16/23,45:37.2,4,1,"Bard, Parker",1000098168,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,1,Top,1,0,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.27206,2.470512,-1.883242,2153.20199,51.633432,07:45,4.70006,3.10611,4.7469,-59.75291,-6.86067,-11.23953,2.06651,0.3827,67.51975,-8.332917,-3.856626,0.523441,,,,,,,,,,,,4.78236,-3.54146,-2.9064,50,4.89643,4.05016,-108.73938,2.52808,5.57787,23.66638,-36.30457,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,bfd4f660-0c86-11ee-86e8-e178d624069f,72.009,,,7.7523,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,45:37.2,2023-06-16T16:45:37.2405734-04:00,2023-06-16T20:45:37.2405734Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,d6cb647d-9e2f-4c3c-a558-5ac3b50e3b3a,55.74773,-109.98322,11.83319,4.71343,4.43615,-18.15228,-3.11156,3.757,2.78893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
15,6/16/23,46:23.5,4,2,"Bard, Parker",1000098168,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,1,Top,1,0,1,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.58813,0.579252,-3.385068,2407.628436,228.168823,01:30,4.75441,3.10829,5.26981,-19.9543,15.65635,15.98465,3.63661,1.25701,80.94296,-3.193416,-0.555951,0.429498,,,,,,,,,,,,-9.0413,7.98796,-2.81066,50,4.7934,6.979,-130.96823,0.65231,-15.40445,32.57592,-18.56425,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,db5a6730-0c86-11ee-86e8-e178d624069f,87.75923,,,9.64517,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,46:23.5,2023-06-16T16:46:23.5078630-04:00,2023-06-16T20:46:23.5078630Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,6408d098-e6b9-498a-9682-5e7a4f3cb5d7,55.22302,-132.26098,16.28796,4.7529,1.38902,-9.28213,-3.09974,7.59031,-7.70222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
16,6/16/23,46:40.1,4,3,"Bard, Parker",1000098168,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,1,Top,1,1,1,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.69717,2.658561,-4.291894,2323.150219,61.137018,08:00,4.63818,3.16877,4.92713,-58.74822,-5.12347,-12.99666,2.26449,-1.97898,67.06277,-7.978851,-6.568043,0.527053,,,,,,,,,,,,4.96768,-3.10386,-2.73842,50,4.84879,8.58833,-107.72198,3.01909,5.6736,23.59675,-35.71897,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,e54f3b30-0c86-11ee-86e8-e178d624069f,71.51549,,,7.6344,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,46:40.1,2023-06-16T16:46:40.0929254-04:00,2023-06-16T20:46:40.0929254Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,869a59cd-ce05-4d5d-92fa-636b8c68e7e4,55.57096,-108.93548,11.79838,4.64629,4.85599,-17.85948,-3.17258,8.29656,2.8368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
17,6/16/23,47:18.5,4,4,"Bard, Parker",1000098168,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,1,Top,1,2,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,86.20012,-1.113818,-6.817082,1619.653116,253.887181,02:30,4.67564,3.06817,5.15525,-33.57762,6.41233,16.73875,0.82145,-1.98439,77.14226,-7.274846,-3.882904,0.455142,,,,,,,,,,,,-10.75631,3.97418,-2.44247,50,4.54541,14.07984,-123.96127,-3.6592,-16.36782,29.87339,-26.12656,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,fc353340-0c86-11ee-86e8-e178d624069f,82.81469,,,9.05786,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,47:18.6,2023-06-16T16:47:18.5520102-04:00,2023-06-16T20:47:18.5520102Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,807f8b7b-5772-4488-bd6e-1770e063d8e5,55.34129,-125.24185,14.9367,4.67826,-2.53924,-13.06328,-3.06107,14.78148,-8.18391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
18,6/16/23,47:49.0,4,5,"Bard, Parker",1000098168,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,1,Top,1,3,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,77.00638,3.189519,-0.969828,2406.640535,77.822955,08:30,4.62547,3.03759,4.78578,-53.04156,-1.72248,-18.32383,3.23179,0.59135,67.72587,-6.506014,-4.186933,0.515597,,,,,,,,,,,,8.42819,-1.35843,-2.92423,50,4.8993,2.68857,-110.96685,4.25292,10.07386,27.50208,-33.79772,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,0e621010-0c87-11ee-86e8-e178d624069f,73.10439,,,9.28051,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,47:49.0,2023-06-16T16:47:49.0076134-04:00,2023-06-16T20:47:49.0076134Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,42de2a9d-42bb-459a-97aa-bbd7da529393,55.70374,-112.37158,13.75104,4.63799,5.97921,-16.89886,-3.04842,2.17402,5.03693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,6/16/23,48:09.7,4,6,"Bard, Parker",1000098168,Right,YAR_RED,"Fitzgerald, Hunter",1000254923,Left,HAR_MAR,Undefined,1,Top,1,3,2,Slider,Slider,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,77.18926,3.296958,-0.844938,2345.970576,77.146292,08:30,4.50131,3.22046,4.60637,-53.01298,-1.91217,-17.71316,3.22241,0.94086,68.26028,-6.344603,-3.944937,0.5145,,,,,,,,,,,,8.17182,-1.47311,-3.11629,50,4.7932,2.43178,-111.27693,4.43506,9.88768,26.47289,-33.95646,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,1ab8a1d0-0c87-11ee-86e8-e178d624069f,73.26033,,,8.92898,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,48:09.7,2023-06-16T16:48:09.7246694-04:00,2023-06-16T20:48:09.7246694Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,04412228-7767-4a1c-b3b6-19000869817b,55.88474,-112.66822,13.23645,4.51322,6.21965,-16.97823,-3.23043,1.91214,4.94384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
37,6/16/23,59:57.6,1,1,"Bard, Parker",1000098168,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,2,Top,0,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,84.31801,0.103356,-3.369656,1532.433513,263.012156,02:45,4.79979,3.02593,5.78139,-36.32829,3.98453,20.04592,1.86877,1.55773,75.69852,-6.644969,0.217782,0.456976,,,,,,,,,,,,-11.36827,2.42181,-2.76011,50,4.78669,6.36493,-122.08744,-0.99828,-16.79285,28.81008,-28.59664,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,c0a9e7b0-0c88-11ee-86e8-e178d624069f,82.4824,,,8.61949,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,59:57.6,2023-06-16T16:59:57.6398310-04:00,2023-06-16T20:59:57.6398310Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,e14c86f1-6b8a-42c4-a2ca-f6a3e1d71f5e,54.71499,-123.19506,14.40504,4.80394,0.10113,-14.29832,-3.01722,7.01054,-8.39642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
38,6/16/23,00:11.6,1,2,"Bard, Parker",1000098168,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,2,Top,0,1,0,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.85894,1.298154,-3.695157,2245.490898,52.966895,07:45,4.74136,3.19439,4.73634,-60.04527,-9.09115,-14.6419,0.97183,-1.53595,69.1731,-9.493733,-6.25918,0.513761,,,,,,,,,,,,5.87059,-4.45583,-2.80793,50,4.81902,7.77316,-110.95258,0.32489,7.10228,25.30419,-37.56474,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,c902bef0-0c88-11ee-86e8-e178d624069f,73.36572,,,7.68584,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,00:11.6,2023-06-16T17:00:11.6041702-04:00,2023-06-16T21:00:11.6041702Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,aebcb92b-26cf-4c2c-ad89-9ad1ca5e647d,55.76113,-112.25879,12.65209,4.7522,2.264,-18.78237,-3.19972,7.40654,3.55114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
39,6/16/23,00:27.3,1,3,"Bard, Parker",1000098168,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,2,Top,0,2,0,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.52148,-1.052066,-4.768367,2446.044797,226.20537,01:30,4.93052,2.99085,5.49142,-17.50611,17.10064,16.47828,2.484,-0.10683,82.05798,-4.386581,-1.847076,0.423401,,,,,,,,,,,,-9.89796,9.33721,-2.58434,50,4.82686,10.27558,-132.21795,-2.99587,-17.2247,32.64189,-15.92517,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,d2578260-0c88-11ee-86e8-e178d624069f,89.02302,,,9.4635,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,00:27.3,2023-06-16T17:00:27.3092582-04:00,2023-06-16T21:00:27.3092582Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,0d9857aa-bf64-47fd-bf46-8aa89c542e4e,55.00448,-133.44774,16.32095,4.92843,-2.39589,-7.96258,-2.9837,10.92452,-8.61235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
40,6/16/23,00:46.7,1,4,"Bard, Parker",1000098168,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,2,Top,0,2,1,Fastball,Four-Seam,FoulBall,Undefined,Undefined,Undefined,0,0,,91.31299,-0.694039,-4.926699,2467.905096,215.725571,01:15,4.98639,2.81615,5.59435,-13.96757,20.8906,14.0382,3.17201,-0.62518,81.30852,-3.421406,-2.435474,0.424936,75.78064,9.302918,170.435472,2718.012641,,,,,27.63083,,,-8.79363,11.17638,-2.40222,50,4.91821,10.71776,-131.80839,-1.97669,-15.11327,34.04041,-12.96566,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,dde78fd0-0c88-11ee-86e8-e178d624069f,88.70145,6.25566,,10.00447,,,,1.20388,3.08791,0.64054,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,00:46.7,2023-06-16T17:00:46.7264486-04:00,2023-06-16T21:00:46.7264486Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,bae16fdb-253c-4466-acae-979117bffad1,54.89952,-133.0677,17.02021,4.98246,-1.49702,-6.48283,-2.80907,11.27687,-7.55664,303.660651,1.20356,-108.1425,10.12315,,,,,,,3.09023,17.85291,-22.69413,,,,,,,0.64248,18.12928,-9.83751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
41,6/16/23,01:05.0,1,5,"Bard, Parker",1000098168,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,2,Top,0,2,2,Slider,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,77.04871,0.821623,-3.853925,2398.793097,71.73118,08:30,4.80495,3.11071,4.72744,-55.11066,-4.57138,-19.49304,0.99376,-2.17575,69.66721,-9.080375,-7.262183,0.511665,,,,,,,,,,,,8.23953,-2.04362,-2.70305,50,4.83919,8.3053,-111.25778,-0.40304,10.06437,24.70347,-34.67027,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,e8df54e0-0c88-11ee-86e8-e178d624069f,73.6662,,,7.3815,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,01:05.0,2023-06-16T17:01:05.0054630-04:00,2023-06-16T21:01:05.0054630Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,161e3cff-2a9f-4d4d-898f-6fc69f4bb167,55.76987,-112.53162,12.35174,4.81388,1.38474,-17.33514,-3.11794,7.78633,5.03219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
42,6/16/23,01:20.3,1,6,"Bard, Parker",1000098168,Right,YAR_RED,"Jones, Kennedy",1000133767,Right,HAR_MAR,Undefined,2,Top,0,3,2,Slider,Curveball,BallCalled,Walk,Undefined,Undefined,0,0,,76.92018,0.101178,-4.619846,2343.320945,70.148964,08:15,4.75084,3.07768,4.86622,-55.29865,-4.82362,-18.43733,0.23868,-2.84028,69.81959,-9.819071,-7.847439,0.51134,,,,,,,,,,,,7.58205,-2.01902,-2.60525,50,4.7138,9.71035,-111.03168,-1.75892,9.22897,24.49987,-34.63161,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,f1f365d0-0c88-11ee-86e8-e178d624069f,73.71309,,,7.10059,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,01:20.3,2023-06-16T17:01:20.2902502-04:00,2023-06-16T21:01:20.2902502Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,153d69eb-fbac-47a8-b41a-dd0bbd0caa93,55.63232,-112.26762,12.24993,4.75847,-0.01188,-17.31581,-3.08336,9.24479,4.61449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
43,6/16/23,01:51.1,2,1,"Bard, Parker",1000098168,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,2,Top,0,0,0,Fastball,Sinker,BallCalled,Undefined,Undefined,Undefined,0,0,,90.86063,-0.48999,-3.189712,2498.245343,231.169859,01:45,4.71746,3.04746,5.56361,-19.36237,15.65749,17.7856,2.64547,1.54673,81.22668,-4.172151,-0.022397,0.425921,,,,,,,,,,,,-9.9167,8.42154,-2.78345,50,4.66278,6.48166,-131.43816,-1.7443,-17.00122,33.05235,-17.73614,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,044333f0-0c89-11ee-86e8-e178d624069f,88.49639,,,9.63395,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,01:51.1,2023-06-16T17:01:51.1335398-04:00,2023-06-16T21:01:51.1335398Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,fd2bf16c-cdd7-4d72-a794-04112673de8f,54.92836,-132.67169,16.52618,4.71553,-1.08238,-8.86807,-3.03719,7.11616,-8.50061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
44,6/16/23,02:07.8,2,2,"Bard, Parker",1000098168,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,2,Top,0,1,0,Slider,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,74.05334,3.110296,-2.694606,2164.975116,76.440694,08:30,4.71896,3.24467,4.97461,-56.4505,-2.66854,-18.8484,2.95847,-0.87287,67.02676,-7.131163,-6.007016,0.527825,,,,,,,,,,,,8.40374,-1.76055,-2.96824,50,4.97398,5.78636,-107.03916,3.9027,9.58681,21.35795,-34.18244,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,0e401e40-0c89-11ee-86e8-e178d624069f,71.41092,,,7.02658,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,02:07.8,2023-06-16T17:02:07.7902310-04:00,2023-06-16T21:02:07.7902310Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,8eb6efdb-c7b6-4bb4-90b7-773c0e945510,55.52249,-108.13548,10.67898,4.72862,5.6573,-17.09122,-3.25262,5.29426,4.7934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
45,6/16/23,02:25.4,2,3,"Bard, Parker",1000098168,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,2,Top,0,1,1,Slider,Curveball,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,74.71976,2.040095,-2.907824,2295.303354,80.045155,08:45,4.63334,3.28664,4.68542,-55.41605,-1.33752,-19.66907,1.95575,-1.11583,66.92073,-7.989394,-6.347832,0.529278,,,,,,,,,,,,8.53689,-0.80142,-2.97219,50,4.79161,6.28956,-107.83294,1.89299,9.7456,24.07032,-33.08894,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,18b9b2a0-0c89-11ee-86e8-e178d624069f,71.2148,,,7.79904,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,02:25.4,2023-06-16T17:02:25.3600230-04:00,2023-06-16T21:02:25.3600230Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,28553e23-7adf-41cb-8c07-a07476af2570,55.80947,-109.12202,12.03516,4.64278,3.66505,-16.54447,-3.29505,5.76764,4.8728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
46,6/16/23,02:47.1,2,4,"Bard, Parker",1000098168,Right,YAR_RED,"Levari, Kenny",1000099220,Left,HAR_MAR,Undefined,2,Top,0,1,2,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,83.15782,-0.852317,-3.655863,1566.753068,247.772171,02:15,4.70173,3.19584,5.68043,-31.97203,9.26044,19.10769,1.24123,1.37572,75.39322,-6.787876,-0.244689,0.462159,,,,,,,,,,,,-10.76449,5.40209,-2.89953,50,4.61003,6.90352,-120.42893,-2.84291,-15.6488,25.59564,-24.32081,YAR_RED,HAR_MAR,CCBLYarmouth,Cape Cod Baseball League,CCBL,20230616-CCBLYarmouth-1,25a88cc0-0c89-11ee-86e8-e178d624069f,81.55738,,,7.76459,,,,,,,ba76ebf7-8de1-4feb-9ca4-49e186ddb7ff,6/16/23,02:47.1,2023-06-16T17:02:47.1277030-04:00,2023-06-16T21:02:47.1277030Z,,v3,,,,"King, Will",1000098174,Right,YAR_RED,f1846663-61d3-45d0-b946-ac0e223bb762,54.8154,-121.44807,12.79782,4.70394,-1.87453,-12.16041,-3.18681,7.52661,-7.8244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
